geogname,lctgm,Grandville (Mich.)--Churches.,Grandville (Mich.),Churches.
geogname,lctgm,Grandville (Mich.)--Dwellings.,Grandville (Mich.),Dwellings.
geogname,lctgm,Grandville (Mich.)--Streets.,Grandville (Mich.),Streets.
geogname,lctgm,"Ann Arbor (Mich.)--Buildings, structures, etc.",Ann Arbor (Mich.),"Buildings, structures, etc."
geogname,lctgm,Saginaw (Mich.)--Law offices.,Saginaw (Mich.),Law offices.
geogname,lctgm,Saginaw (Mich.)--Tombs and sepulchral monuments.,Saginaw (Mich.),Tombs and sepulchral monuments.
geogname,lctgm,Toledo (Ohio)--Dwellings.,Toledo (Ohio),Dwellings.
geogname,lctgm,Volinia (Mich. : Township)--Dwellings.,Volinia (Mich. : Township),Dwellings.
geogname,lctgm,Bay City (Mich.)--Dwellings.,Bay City (Mich.),Dwellings.
geogname,lctgm,Detroit (Mich.)--Buildings.,Detroit (Mich.),Buildings.
geogname,lctgm,Detroit (Mich.)--City and town halls.,Detroit (Mich.),City and town halls.
geogname,lctgm,Detroit (Mich.)--Government buildings.,Detroit (Mich.),Government buildings.
geogname,lctgm,Dwellings--Michigan--Ann Arbor.,Dwellings,Michigan,Ann Arbor.
geogname,lctgm,Dwellings--Michigan--Bay City.,Dwellings,Michigan,Bay City.
geogname,lctgm,Dwellings--Michigan--Ypsilanti.,Dwellings,Michigan,Ypsilanti.
geogname,lctgm,Fenton (Mich.)--Buildings.,Fenton (Mich.),Buildings.
geogname,lctgm,Flint (Mich.)--Buildings.,Flint (Mich.),Buildings.
geogname,lctgm,Gogebic County (Mich.)--Buildings.,Gogebic County (Mich.),Buildings.
geogname,lctgm,Hartland (Mich.)--Buildings.,Hartland (Mich.),Buildings.
geogname,lctgm,Lansing (Mich.)--Buildings.,Lansing (Mich.),Buildings.
geogname,lctgm,Marshall (Mich.)--Buildings.,Marshall (Mich.),Buildings.
geogname,lctgm,Saline (Mich.)--Churches.,Saline (Mich.),Churches.
geogname,lctgm,Ypsilanti (Mich.)--Buildings.,Ypsilanti (Mich.),Buildings.
geogname,lctgm,Ohio--Churches.,Ohio,Churches.
geogname,lctgm,Dwellings.,Dwellings.
geogname,lctgm,Cemeteries--Michigan.,Cemeteries,Michigan.
geogname,lctgm,Motion pictures.,Motion pictures.
geogname,lctgm,Alpena (Mich.)--1908.,Alpena (Mich.),1908.
geogname,lctgm,Douglas Lake (Mich.)--1908.,Douglas Lake (Mich.),1908.
geogname,lctgm,"Glen Lake (Leelanau County, Mich.)--1908.","Glen Lake (Leelanau County, Mich.)",1908.
geogname,lctgm,Mackinac Island (Mich.)--1908.,Mackinac Island (Mich.),1908.
geogname,lctgm,Alpena (Mich.)--Brewing industry.,Alpena (Mich.),Brewing industry.
geogname,lctgm,Alpena (Mich.)--Business enterprises.,Alpena (Mich.),Business enterprises.
geogname,lctgm,Alpena (Mich.)--Lumber industry.,Alpena (Mich.),Lumber industry.
geogname,lctgm,Lansing (Mich.)--Capitols.,Lansing (Mich.),Capitols.
geogname,lctgm,Ann Arbor (Mich.)--Laboratories.,Ann Arbor (Mich.),Laboratories.
geogname,lctgm,Ann Arbor (Mich.)--Teachers.,Ann Arbor (Mich.),Teachers.
geogname,lctgm,Cadillac (Mich.)--Dwellings.,Cadillac (Mich.),Dwellings.
geogname,lctgm,Dexter (Mich.)--Buildings.,Dexter (Mich.),Buildings.
geogname,lctgm,Dexter (Mich.)--Churches.,Dexter (Mich.),Churches.
geogname,lctgm,Dexter (Mich.)--Dwellings.,Dexter (Mich.),Dwellings.
geogname,lctgm,Kingston (Mich.)--Buildings.,Kingston (Mich.),Buildings.
geogname,lctgm,Lapeer (Mich.)--Buildings.,Lapeer (Mich.),Buildings.
geogname,lctgm,West Branch (Mich.)--Buildings.,West Branch (Mich.),Buildings.
geogname,lctgm,Harbor Beach (Mich.)--Churches.,Harbor Beach (Mich.),Churches.
geogname,lctgm,Harbor Beach (Mich.)--Dwellings.,Harbor Beach (Mich.),Dwellings.
geogname,lctgm,Marquette (Mich.)--Buildings.,Marquette (Mich.),Buildings.
geogname,lctgm,Mount Clemens (Mich.)--Street-railroads.,Mount Clemens (Mich.),Street-railroads.
geogname,lctgm,Ann Arbor (Mich.)--Railroad bridges.,Ann Arbor (Mich.),Railroad bridges.
geogname,lctgm,Norway--Dwellings.,Norway,Dwellings.
geogname,lctgm,Ann Arbor (Mich.)--Pharmacies.,Ann Arbor (Mich.),Pharmacies.
geogname,lctgm,Saginaw (Mich.)--Business enterprises.,Saginaw (Mich.),Business enterprises.
geogname,lctgm,Saginaw (Mich.)--Dwellings.,Saginaw (Mich.),Dwellings.
geogname,lctgm,Grand Rapids (Mich.)--Buildings.,Grand Rapids (Mich.),Buildings.
geogname,lctgm,Holland (Mich.)--Buildings.,Holland (Mich.),Buildings.
geogname,lctgm,Manchester (Mich.)--Buildings.,Manchester (Mich.),Buildings.
geogname,lctgm,India--Missions.,India,Missions.
geogname,lctgm,Battle Creek (Mich.)--Dwellings.,Battle Creek (Mich.),Dwellings.
geogname,lctgm,Ypsilanti (Mich.)--Churches.,Ypsilanti (Mich.),Churches.
geogname,lctgm,Detroit (Mich.)--Business enterprises.,Detroit (Mich.),Business enterprises.
geogname,lctgm,Monroe (Mich.)--Dwellings.,Monroe (Mich.),Dwellings.
geogname,lctgm,Morenci (Mich.)--Churches.,Morenci (Mich.),Churches.
geogname,lctgm,Saline (Mich.)--Cemeteries.,Saline (Mich.),Cemeteries.
geogname,lctgm,Willow Run (Mich.)--Dwellings.,Willow Run (Mich.),Dwellings.
geogname,lctgm,Willow Run (Mich.)--Playgrounds.,Willow Run (Mich.),Playgrounds.
geogname,lctgm,Ann Arbor (Mich.)--Tombs and sepulchral monuments.,Ann Arbor (Mich.),Tombs and sepulchral monuments.
geogname,lctgm,Northport (Mich.)--Buildings.,Northport (Mich.),Buildings.
geogname,lctgm,Northport (Mich.)--Churches.,Northport (Mich.),Churches.
geogname,lctgm,Ann Arbor (Mich.)--Cemeteries.,Ann Arbor (Mich.),Cemeteries.
geogname,lctgm,Ann Arbor (Mich.)--Apartment houses.,Ann Arbor (Mich.),Apartment houses.
geogname,lctgm,Birmingham (Mich.)--Buildings.,Birmingham (Mich.),Buildings.
geogname,lctgm,Ypsilanti (Mich. : Township)--Barns.,Ypsilanti (Mich. : Township),Barns.
geogname,lctgm,Ypsilanti (Mich. : Township)--Dwellings.,Ypsilanti (Mich. : Township),Dwellings.
geogname,lctgm,Ypsilanti (Mich. : Township)--Farms.,Ypsilanti (Mich. : Township),Farms.
geogname,lctgm,"Detroit (Mich.)--Buildings, structures, etc.",Detroit (Mich.),"Buildings, structures, etc."
geogname,lctgm,Plants--Philippines.,Plants,Philippines.
geogname,lctgm,Detroit (Mich.)--Mayors.,Detroit (Mich.),Mayors.
geogname,lctgm,Detroit (Mich.)--1935.,Detroit (Mich.),1935.
geogname,lctgm,Beaver Island (Mich.)--Dwellings.,Beaver Island (Mich.),Dwellings.
geogname,lctgm,Colon (Mich.)--Buildings.,Colon (Mich.),Buildings.
geogname,lctgm,Jackson County (Mich.)--Dwellings.,Jackson County (Mich.),Dwellings.
geogname,lctgm,Marshall (Mich.)--Dwellings.,Marshall (Mich.),Dwellings.
geogname,lctgm,Saugatuck (Mich.)--Dwellings.,Saugatuck (Mich.),Dwellings.
geogname,lctgm,Union City (Mich.)--Dwellings.,Union City (Mich.),Dwellings.
geogname,lctgm,Washtenaw County (Mich.)--Dwellings.,Washtenaw County (Mich.),Dwellings.
geogname,lctgm,White Pigeon (Mich.)--Dwellings.,White Pigeon (Mich.),Dwellings.
geogname,lctgm,Detroit (Mich.)--Dwellings.,Detroit (Mich.),Dwellings.
geogname,lctgm,Sumnerville (Mich.)--Mills.,Sumnerville (Mich.),Mills.
geogname,lctgm,Clinton (Mich.)--Hotels and taverns.,Clinton (Mich.),Hotels and taverns.
geogname,lctgm,Monroe (Mich.)--Courthouses.,Monroe (Mich.),Courthouses.
geogname,lctgm,Presque Ile County (Mich.)--Mills.,Presque Ile County (Mich.),Mills.
geogname,lctgm,Ann Arbor (Mich.)--Waterworks.,Ann Arbor (Mich.),Waterworks.
geogname,lctgm,Ypsilanti (Mich.)--Business enterprises.,Ypsilanti (Mich.),Business enterprises.
geogname,lctgm,Gladwin (Mich.)--Dwellings.,Gladwin (Mich.),Dwellings.
geogname,lctgm,Marquette (Mich.)--Bridges.,Marquette (Mich.),Bridges.
geogname,lctgm,Marquette (Mich.)--Dwellings.,Marquette (Mich.),Dwellings.
geogname,lctgm,Marquette (Mich.)--Sculpture.,Marquette (Mich.),Sculpture.
geogname,lctgm,"Hamilton (Van Buren County, Mich. : Township)--Barns.","Hamilton (Van Buren County, Mich. : Township)",Barns.
geogname,lctgm,"Hamilton (Van Buren County, Mich. : Township)--Dwellings.","Hamilton (Van Buren County, Mich. : Township)",Dwellings.
geogname,lctgm,Battle Creek (Mich.)--Railroad stations.,Battle Creek (Mich.),Railroad stations.
geogname,lctgm,Brighton (Mich.)--Dwellings.,Brighton (Mich.),Dwellings.
geogname,lctgm,Charlotte (Mich.)--Courthouses.,Charlotte (Mich.),Courthouses.
geogname,lctgm,Grand Rapids (Mich.)--City and town halls.,Grand Rapids (Mich.),City and town halls.
geogname,lctgm,Grand Rapids (Mich.)--Dwellings.,Grand Rapids (Mich.),Dwellings.
geogname,lctgm,Ionia (Mich.)--Dwellings.,Ionia (Mich.),Dwellings.
geogname,lctgm,Lansing (Mich.)--Dwellings.,Lansing (Mich.),Dwellings.
geogname,lctgm,Marshall (Mich.)--Business enterprises.,Marshall (Mich.),Business enterprises.
geogname,lctgm,Mason (Mich.)--Dwellings.,Mason (Mich.),Dwellings.
geogname,lctgm,Ovid (Mich.)--Churches.,Ovid (Mich.),Churches.
geogname,lctgm,Vermontville (Mich.)--Churches.,Vermontville (Mich.),Churches.
geogname,lctgm,Williamston (Mich.)--Churches.,Williamston (Mich.),Churches.
geogname,lctgm,Ann Arbor (Mich.)--Theaters.,Ann Arbor (Mich.),Theaters.
geogname,lctgm,Milford (Mich.)--Dwellings.,Milford (Mich.),Dwellings.
geogname,lctgm,Ann Arbor (Mich.)--Mayors.,Ann Arbor (Mich.),Mayors.
geogname,lctgm,Fennville (Mich.)--Dwellings.,Fennville (Mich.),Dwellings.
geogname,lctgm,New Hampshire--Dwellings.,New Hampshire,Dwellings.
geogname,lctgm,Ann Arbor (Mich.)--Chapels.,Ann Arbor (Mich.),Chapels.
geogname,lctgm,Ann Arbor (Mich.)--Parks.,Ann Arbor (Mich.),Parks.
geogname,lctgm,Hamtramck (Mich.)--Alleys.,Hamtramck (Mich.),Alleys.
geogname,lctgm,Hamtramck (Mich.)--Floods.,Hamtramck (Mich.),Floods.
geogname,lctgm,Hamtramck (Mich.)--Refuse disposal.,Hamtramck (Mich.),Refuse disposal.
geogname,lctgm,Hamtramck (Mich.)--Streets.,Hamtramck (Mich.),Streets.
geogname,lctgm,Mackinaw City (Mich.)--Ice industry.,Mackinaw City (Mich.),Ice industry.
geogname,lctgm,Mackinac Bridge (Mich.)--1958.,Mackinac Bridge (Mich.),1958.
geogname,lctgm,China--Missions.,China,Missions.
geogname,lctgm,Japan--Missions.,Japan,Missions.
geogname,lctgm,Ann Arbor (Mich.)--1961-1969.,Ann Arbor (Mich.),1961-1969.
geogname,lctgm,Linden (Mich.)--1900-1925.,Linden (Mich.),1900-1925.
geogname,lctgm,Linden (Mich.)--Dwellings.,Linden (Mich.),Dwellings.
geogname,lctgm,Battle Creek (Mich.)--Health resorts.,Battle Creek (Mich.),Health resorts.
geogname,lctgm,Chicago (Ill.)--Buildings.,Chicago (Ill.),Buildings.
geogname,lctgm,Chicago (Ill.)--Missions.,Chicago (Ill.),Missions.
geogname,lctgm,Grayling (Mich.)--Churches.,Grayling (Mich.),Churches.
geogname,lctgm,Manistee (Mich.)--Churches.,Manistee (Mich.),Churches.
geogname,lctgm,Rochester (Mich.)--Business enterprises.,Rochester (Mich.),Business enterprises.
geogname,lctgm,Chelsea (Mich.)--Dwellings.,Chelsea (Mich.),Dwellings.
geogname,lctgm,Iron Mountain (Mich.)--Business enterprises.,Iron Mountain (Mich.),Business enterprises.
geogname,lctgm,Marquette (Mich.)--Business enterprises.,Marquette (Mich.),Business enterprises.
geogname,lctgm,Chelsea (Mich.)--Rest homes.,Chelsea (Mich.),Rest homes.
geogname,lctgm,Kalamazoo (Mich.)--Hospitals.,Kalamazoo (Mich.),Hospitals.
geogname,lctgm,Nirvana (Mich.)--Dwellings.,Nirvana (Mich.),Dwellings.
geogname,lctgm,"Ann Arbor (Mich.)--Buildings, Prefabricated.",Ann Arbor (Mich.),"Buildings, Prefabricated."
geogname,lctgm,Grand Rapids (Mich.)--Industrial buildings.,Grand Rapids (Mich.),Industrial buildings.
geogname,lctgm,Bay City (Mich.)--Buildings.,Bay City (Mich.),Buildings.
geogname,lctgm,Ironwood (Mich.)--Buildings.,Ironwood (Mich.),Buildings.
geogname,lctgm,Ironwood (Mich.)--Business enterprises.,Ironwood (Mich.),Business enterprises.
geogname,lctgm,"Albion (Calhoun County, Mich.)--Business enterprises.","Albion (Calhoun County, Mich.)",Business enterprises.
geogname,lctgm,Lewiston (Mich.)--Industrial buildings.,Lewiston (Mich.),Industrial buildings.
geogname,lctgm,Adrian (Mich.)--Churches.,Adrian (Mich.),Churches.
geogname,lctgm,"Albion (Calhoun County, Mich.)--Churches.","Albion (Calhoun County, Mich.)",Churches.
geogname,lctgm,Alcona (Mich.)--Churches.,Alcona (Mich.),Churches.
geogname,lctgm,Algonac (Mich.)--Churches.,Algonac (Mich.),Churches.
geogname,lctgm,Allen Park (Mich.)--Churches.,Allen Park (Mich.),Churches.
geogname,lctgm,Alma (Mich.)--Churches.,Alma (Mich.),Churches.
geogname,lctgm,Alpena (Mich.)--Churches.,Alpena (Mich.),Churches.
geogname,lctgm,Amelith (Mich.)--Churches.,Amelith (Mich.),Churches.
geogname,lctgm,Armada (Mich.)--Churches.,Armada (Mich.),Churches.
geogname,lctgm,Au Gres (Mich.)--Churches.,Au Gres (Mich.),Churches.
geogname,lctgm,Auburn (Mich.)--Churches.,Auburn (Mich.),Churches.
geogname,lctgm,Bad Axe (Mich.)--Churches.,Bad Axe (Mich.),Churches.
geogname,lctgm,Battle Creek (Mich.)--Churches.,Battle Creek (Mich.),Churches.
geogname,lctgm,Bay City (Mich.)--Churches.,Bay City (Mich.),Churches.
geogname,lctgm,Benton Harbor (Mich.)--Churches.,Benton Harbor (Mich.),Churches.
geogname,lctgm,Berkley (Mich.)--Churches.,Berkley (Mich.),Churches.
geogname,lctgm,Big Rapids (Mich.)--Churches.,Big Rapids (Mich.),Churches.
geogname,lctgm,Birch Run (Mich.)--Churches.,Birch Run (Mich.),Churches.
geogname,lctgm,Birmingham (Mich.)--Churches.,Birmingham (Mich.),Churches.
geogname,lctgm,Bloomfield Hills (Mich.)--Churches.,Bloomfield Hills (Mich.),Churches.
geogname,lctgm,"Brady (Saginaw County, Mich. : Township)--Churches.","Brady (Saginaw County, Mich. : Township)",Churches.
geogname,lctgm,Bridgeport (Mich.)--Churches.,Bridgeport (Mich.),Churches.
geogname,lctgm,Brown City (Mich.)--Churches.,Brown City (Mich.),Churches.
geogname,lctgm,Cadillac (Mich.)--Churches.,Cadillac (Mich.),Churches.
geogname,lctgm,Capac (Mich.)--Churches.,Capac (Mich.),Churches.
geogname,lctgm,Caro (Mich.)--Churches.,Caro (Mich.),Churches.
geogname,lctgm,Carrollton (Mich.)--Churches.,Carrollton (Mich.),Churches.
geogname,lctgm,Chelsea (Mich.)--Churches.,Chelsea (Mich.),Churches.
geogname,lctgm,Chesaning (Mich.)--Churches.,Chesaning (Mich.),Churches.
geogname,lctgm,Clarkston (Mich.)--Churches.,Clarkston (Mich.),Churches.
geogname,lctgm,Clawson (Mich.)--Churches.,Clawson (Mich.),Churches.
geogname,lctgm,Clio (Mich.)--Churches.,Clio (Mich.),Churches.
geogname,lctgm,Constantine (Mich.)--Churches.,Constantine (Mich.),Churches.
geogname,lctgm,Davison (Mich.)--Churches.,Davison (Mich.),Churches.
geogname,lctgm,Dearborn (Mich.)--Churches.,Dearborn (Mich.),Churches.
geogname,lctgm,Disco (Mich.)--Churches.,Disco (Mich.),Churches.
geogname,lctgm,Drayton Plains (Mich.)--Churches.,Drayton Plains (Mich.),Churches.
geogname,lctgm,Dundee (Mich.)--Churches.,Dundee (Mich.),Churches.
geogname,lctgm,Durand (Mich.)--Churches.,Durand (Mich.),Churches.
geogname,lctgm,Eastpointe (Mich.)--Churches.,Eastpointe (Mich.),Churches.
geogname,lctgm,East Lansing (Mich.)--Churches.,East Lansing (Mich.),Churches.
geogname,lctgm,East Tawas (Mich.)--Churches.,East Tawas (Mich.),Churches.
geogname,lctgm,Essexville (Mich.)--Churches.,Essexville (Mich.),Churches.
geogname,lctgm,Fairgrove (Mich.)--Churches.,Fairgrove (Mich.),Churches.
geogname,lctgm,Farmington (Mich.)--Churches.,Farmington (Mich.),Churches.
geogname,lctgm,Fenton (Mich.)--Churches.,Fenton (Mich.),Churches.
geogname,lctgm,Ferndale (Mich.)--Churches.,Ferndale (Mich.),Churches.
geogname,lctgm,Flint (Mich.)--Churches.,Flint (Mich.),Churches.
geogname,lctgm,Flushing (Mich.)--Churches.,Flushing (Mich.),Churches.
geogname,lctgm,Fowlerville (Mich.)--Churches.,Fowlerville (Mich.),Churches.
geogname,lctgm,Frankenlust (Mich.)--Churches.,Frankenlust (Mich.),Churches.
geogname,lctgm,Frankenmuth (Mich.)--Churches.,Frankenmuth (Mich.),Churches.
geogname,lctgm,Frankentrost (Mich.)--Churches.,Frankentrost (Mich.),Churches.
geogname,lctgm,Freedom (Mich. : Township)--Churches.,Freedom (Mich. : Township),Churches.
geogname,lctgm,Freeland (Mich.)--Churches.,Freeland (Mich.),Churches.
geogname,lctgm,Germania (Mich.)--Churches.,Germania (Mich.),Churches.
geogname,lctgm,Gladwin (Mich.)--Churches.,Gladwin (Mich.),Churches.
geogname,lctgm,Glennie (Mich.)--Churches.,Glennie (Mich.),Churches.
geogname,lctgm,Gowen (Mich.)--Churches.,Gowen (Mich.),Churches.
geogname,lctgm,Grand Blanc (Mich.)--Churches.,Grand Blanc (Mich.),Churches.
geogname,lctgm,Grand Ledge (Mich.)--Churches.,Grand Ledge (Mich.),Churches.
geogname,lctgm,Greenville (Mich.)--Churches.,Greenville (Mich.),Churches.
geogname,lctgm,Grosse Pointe Farms (Mich.)--Churches.,Grosse Pointe Farms (Mich.),Churches.
geogname,lctgm,Grosse Pointe Woods (Mich.)--Churches.,Grosse Pointe Woods (Mich.),Churches.
geogname,lctgm,Hadley (Mich.)--Churches.,Hadley (Mich.),Churches.
geogname,lctgm,Hale (Mich.)--Churches.,Hale (Mich.),Churches.
geogname,lctgm,Hamburg (Mich.)--Churches.,Hamburg (Mich.),Churches.
geogname,lctgm,Hamtramck (Mich.)--Churches.,Hamtramck (Mich.),Churches.
geogname,lctgm,Hazel Park (Mich.)--Churches.,Hazel Park (Mich.),Churches.
geogname,lctgm,Hemlock (Mich.)--Churches.,Hemlock (Mich.),Churches.
geogname,lctgm,Highland (Mich.)--Churches.,Highland (Mich.),Churches.
geogname,lctgm,Highland Park (Mich.)--Churches.,Highland Park (Mich.),Churches.
geogname,lctgm,Holly (Mich.)--Churches.,Holly (Mich.),Churches.
geogname,lctgm,Howell (Mich.)--Churches.,Howell (Mich.),Churches.
geogname,lctgm,Illinois--Churches.,Illinois,Churches.
geogname,lctgm,Imlay City (Mich.)--Churches.,Imlay City (Mich.),Churches.
geogname,lctgm,Ionia (Mich.)--Churches.,Ionia (Mich.),Churches.
geogname,lctgm,Ira (Mich.)--Churches.,Ira (Mich.),Churches.
geogname,lctgm,Ironwood (Mich.)--Churches.,Ironwood (Mich.),Churches.
geogname,lctgm,Jackson (Mich.)--Churches.,Jackson (Mich.),Churches.
geogname,lctgm,Juhl (Mich.)--Churches.,Juhl (Mich.),Churches.
geogname,lctgm,Kalamazoo (Mich.)--Churches.,Kalamazoo (Mich.),Churches.
geogname,lctgm,Kawkawlin (Mich.)--Churches.,Kawkawlin (Mich.),Churches.
geogname,lctgm,Kent City (Mich.)--Churches.,Kent City (Mich.),Churches.
geogname,lctgm,Lake City (Mich.)--Churches.,Lake City (Mich.),Churches.
geogname,lctgm,Lake Orion (Mich.)--Churches.,Lake Orion (Mich.),Churches.
geogname,lctgm,Lansing (Mich.)--Churches.,Lansing (Mich.),Churches.
geogname,lctgm,Lapeer (Mich.)--Churches.,Lapeer (Mich.),Churches.
geogname,lctgm,Le Roy (Mich.)--Churches.,Le Roy (Mich.),Churches.
geogname,lctgm,Linkville (Mich.)--Churches.,Linkville (Mich.),Churches.
geogname,lctgm,Livonia (Mich.)--Churches.,Livonia (Mich.),Churches.
geogname,lctgm,Ludington (Mich.)--Churches.,Ludington (Mich.),Churches.
geogname,lctgm,Macomb (Mich.)--Churches.,Macomb (Mich.),Churches.
geogname,lctgm,Madison Heights (Mich.)--Churches.,Madison Heights (Mich.),Churches.
geogname,lctgm,Marine City (Mich.)--Churches.,Marine City (Mich.),Churches.
geogname,lctgm,Marlette (Mich.)--Churches.,Marlette (Mich.),Churches.
geogname,lctgm,Marshall (Mich.)--Churches.,Marshall (Mich.),Churches.
geogname,lctgm,Marysville (Mich.)--Churches.,Marysville (Mich.),Churches.
geogname,lctgm,Mason (Mich.)--Churches.,Mason (Mich.),Churches.
geogname,lctgm,Mayville (Mich.)--Churches.,Mayville (Mich.),Churches.
geogname,lctgm,Midland (Mich.)--Churches.,Midland (Mich.),Churches.
geogname,lctgm,Milford (Mich.)--Churches.,Milford (Mich.),Churches.
geogname,lctgm,Millington (Mich.)--Churches.,Millington (Mich.),Churches.
geogname,lctgm,Monitor (Mich. : Township)--Churches.,Monitor (Mich. : Township),Churches.
geogname,lctgm,Monroe (Mich.)--Churches.,Monroe (Mich.),Churches.
geogname,lctgm,Montcalm County (Mich.)--Churches.,Montcalm County (Mich.),Churches.
geogname,lctgm,Mount Clements (Mich.)--Churches.,Mount Clements (Mich.),Churches.
geogname,lctgm,Mount Pleasant (Mich.)--Churches.,Mount Pleasant (Mich.),Churches.
geogname,lctgm,Munger (Mich.)--Churches.,Munger (Mich.),Churches.
geogname,lctgm,Muskegon (Mich.)--Churches.,Muskegon (Mich.),Churches.
geogname,lctgm,New Baltimore (Mich.)--Churches.,New Baltimore (Mich.),Churches.
geogname,lctgm,New Haven (Mich.)--Churches.,New Haven (Mich.),Churches.
geogname,lctgm,Niles (Mich.)--Churches.,Niles (Mich.),Churches.
geogname,lctgm,North Branch (Mich.)--Churches.,North Branch (Mich.),Churches.
geogname,lctgm,Northville (Mich.)--Churches.,Northville (Mich.),Churches.
geogname,lctgm,Okemos (Mich.)--Churches.,Okemos (Mich.),Churches.
geogname,lctgm,Orchard Lake (Mich.)--Churches.,Orchard Lake (Mich.),Churches.
geogname,lctgm,Oscoda (Mich.)--Churches.,Oscoda (Mich.),Churches.
geogname,lctgm,Ossineke (Mich.)--Churches.,Ossineke (Mich.),Churches.
geogname,lctgm,Owosso (Mich.)--Churches.,Owosso (Mich.),Churches.
geogname,lctgm,Oxford (Mich.)--Churches.,Oxford (Mich.),Churches.
geogname,lctgm,Palmyra (Mich.)--Churches.,Palmyra (Mich.),Churches.
geogname,lctgm,Pigeon (Mich.)--Churches.,Pigeon (Mich.),Churches.
geogname,lctgm,Pinconning (Mich.)--Churches.,Pinconning (Mich.),Churches.
geogname,lctgm,Pontiac (Mich.)--Churches.,Pontiac (Mich.),Churches.
geogname,lctgm,Port Huron (Mich.)--Churches.,Port Huron (Mich.),Churches.
geogname,lctgm,Portage (Mich.)--Churches.,Portage (Mich.),Churches.
geogname,lctgm,Rankin (Mich.)--Churches.,Rankin (Mich.),Churches.
geogname,lctgm,Redford (Mich. : Township)--Churches.,Redford (Mich. : Township),Churches.
geogname,lctgm,Reese (Mich.)--Churches.,Reese (Mich.),Churches.
geogname,lctgm,Rhodes (Mich.)--Churches.,Rhodes (Mich.),Churches.
geogname,lctgm,Richmond (Mich.)--Churches.,Richmond (Mich.),Churches.
geogname,lctgm,Richville (Mich.)--Churches.,Richville (Mich.),Churches.
geogname,lctgm,River Rouge (Mich.)--Churches.,River Rouge (Mich.),Churches.
geogname,lctgm,Rochester (Mich.)--Churches.,Rochester (Mich.),Churches.
geogname,lctgm,Romeo (Mich.)--Churches.,Romeo (Mich.),Churches.
geogname,lctgm,Roscommon (Mich.)--Churches.,Roscommon (Mich.),Churches.
geogname,lctgm,Roseville (Mich.)--Churches.,Roseville (Mich.),Churches.
geogname,lctgm,Royal Oak (Mich.)--Churches.,Royal Oak (Mich.),Churches.
geogname,lctgm,Saginaw (Mich.)--Churches.,Saginaw (Mich.),Churches.
geogname,lctgm,Saint Clair (Mich.)--Churches.,Saint Clair (Mich.),Churches.
geogname,lctgm,Saint Clair Shores (Mich.)--Churches.,Saint Clair Shores (Mich.),Churches.
geogname,lctgm,Saint Johns (Mich.)--Churches.,Saint Johns (Mich.),Churches.
geogname,lctgm,Saint Louis (Mich.)--Churches.,Saint Louis (Mich.),Churches.
geogname,lctgm,Sanford (Mich.)--Churches.,Sanford (Mich.),Churches.
geogname,lctgm,Sebawaing (Mich.)--Churches.,Sebawaing (Mich.),Churches.
geogname,lctgm,"Shelby (Macomb County, Mich. : Township)--Churches.","Shelby (Macomb County, Mich. : Township)",Churches.
geogname,lctgm,South Lyon (Mich.)--Churches.,South Lyon (Mich.),Churches.
geogname,lctgm,Southfield (Mich.)--Churches.,Southfield (Mich.),Churches.
