geogname,lctgm,Saginaw (Mich.)--Tombs and sepulchral monuments.,Saginaw (Mich.),geographic,Tombs and sepulchral monuments.,topical
geogname,lctgm,Toledo (Ohio)--Dwellings.,Toledo (Ohio),geographic,Dwellings.,topical
geogname,lctgm,Volinia (Mich. : Township)--Dwellings.,Volinia (Mich. : Township),geographic,Dwellings.,topical
geogname,lctgm,Bay City (Mich.)--Dwellings.,Bay City (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Detroit (Mich.)--Buildings.,Detroit (Mich.),geographic,Buildings.,topical
geogname,lctgm,Detroit (Mich.)--City and town halls.,Detroit (Mich.),geographic,City and town halls.,topical
geogname,lctgm,Detroit (Mich.)--Government buildings.,Detroit (Mich.),geographic,Government buildings.,topical
geogname,lctgm,Dwellings--Michigan--Ann Arbor.,Dwellings,geographic,Michigan,geographic,Ann Arbor.,geographic
geogname,lctgm,Dwellings--Michigan--Bay City.,Dwellings,geographic,Michigan,geographic,Bay City.,geographic
geogname,lctgm,Dwellings--Michigan--Ypsilanti.,Dwellings,geographic,Michigan,geographic,Ypsilanti.,geographic
geogname,lctgm,Fenton (Mich.)--Buildings.,Fenton (Mich.),geographic,Buildings.,topical
geogname,lctgm,Flint (Mich.)--Buildings.,Flint (Mich.),geographic,Buildings.,topical
geogname,lctgm,Gogebic County (Mich.)--Buildings.,Gogebic County (Mich.),geographic,Buildings.,topical
geogname,lctgm,Hartland (Mich.)--Buildings.,Hartland (Mich.),geographic,Buildings.,topical
geogname,lctgm,Lansing (Mich.)--Buildings.,Lansing (Mich.),geographic,Buildings.,topical
geogname,lctgm,Marshall (Mich.)--Buildings.,Marshall (Mich.),geographic,Buildings.,topical
geogname,lctgm,Saline (Mich.)--Churches.,Saline (Mich.),geographic,Churches.,topical
geogname,lctgm,Ypsilanti (Mich.)--Buildings.,Ypsilanti (Mich.),geographic,Buildings.,topical
geogname,lctgm,Ohio--Churches.,Ohio,geographic,Churches.,topical
geogname,lctgm,Dwellings.,Dwellings.,geographic
geogname,lctgm,Cemeteries--Michigan.,Cemeteries,geographic,Michigan.,geographic
geogname,lctgm,Motion pictures.,Motion pictures.,geographic
geogname,lctgm,Alpena (Mich.)--1908.,Alpena (Mich.),geographic,1908.,temporal
geogname,lctgm,Douglas Lake (Mich.)--1908.,Douglas Lake (Mich.),geographic,1908.,temporal
geogname,lctgm,"Glen Lake (Leelanau County, Mich.)--1908.","Glen Lake (Leelanau County, Mich.)",geographic,1908.,temporal
geogname,lctgm,Mackinac Island (Mich.)--1908.,Mackinac Island (Mich.),geographic,1908.,temporal
geogname,lctgm,Alpena (Mich.)--Brewing industry.,Alpena (Mich.),geographic,Brewing industry.,topical
geogname,lctgm,Alpena (Mich.)--Business enterprises.,Alpena (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Alpena (Mich.)--Lumber industry.,Alpena (Mich.),geographic,Lumber industry.,topical
geogname,lctgm,Lansing (Mich.)--Capitols.,Lansing (Mich.),geographic,Capitols.,topical
geogname,lctgm,Ann Arbor (Mich.)--Laboratories.,Ann Arbor (Mich.),geographic,Laboratories.,topical
geogname,lctgm,Ann Arbor (Mich.)--Teachers.,Ann Arbor (Mich.),geographic,Teachers.,topical
geogname,lctgm,Cadillac (Mich.)--Dwellings.,Cadillac (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Dexter (Mich.)--Buildings.,Dexter (Mich.),geographic,Buildings.,topical
geogname,lctgm,Dexter (Mich.)--Churches.,Dexter (Mich.),geographic,Churches.,topical
geogname,lctgm,Dexter (Mich.)--Dwellings.,Dexter (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Kingston (Mich.)--Buildings.,Kingston (Mich.),geographic,Buildings.,topical
geogname,lctgm,Lapeer (Mich.)--Buildings.,Lapeer (Mich.),geographic,Buildings.,topical
geogname,lctgm,West Branch (Mich.)--Buildings.,West Branch (Mich.),geographic,Buildings.,topical
geogname,lctgm,Harbor Beach (Mich.)--Churches.,Harbor Beach (Mich.),geographic,Churches.,topical
geogname,lctgm,Harbor Beach (Mich.)--Dwellings.,Harbor Beach (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Marquette (Mich.)--Buildings.,Marquette (Mich.),geographic,Buildings.,topical
geogname,lctgm,Mount Clemens (Mich.)--Street-railroads.,Mount Clemens (Mich.),geographic,Street-railroads.,topical
geogname,lctgm,Ann Arbor (Mich.)--Railroad bridges.,Ann Arbor (Mich.),geographic,Railroad bridges.,topical
geogname,lctgm,Norway--Dwellings.,Norway,geographic,Dwellings.,topical
geogname,lctgm,Ann Arbor (Mich.)--Pharmacies.,Ann Arbor (Mich.),geographic,Pharmacies.,topical
geogname,lctgm,Saginaw (Mich.)--Business enterprises.,Saginaw (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Saginaw (Mich.)--Dwellings.,Saginaw (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Grand Rapids (Mich.)--Buildings.,Grand Rapids (Mich.),geographic,Buildings.,topical
geogname,lctgm,Holland (Mich.)--Buildings.,Holland (Mich.),geographic,Buildings.,topical
geogname,lctgm,Manchester (Mich.)--Buildings.,Manchester (Mich.),geographic,Buildings.,topical
geogname,lctgm,India--Missions.,India,geographic,Missions.,topical
geogname,lctgm,Battle Creek (Mich.)--Dwellings.,Battle Creek (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Ypsilanti (Mich.)--Churches.,Ypsilanti (Mich.),geographic,Churches.,topical
geogname,lctgm,Detroit (Mich.)--Business enterprises.,Detroit (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Monroe (Mich.)--Dwellings.,Monroe (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Morenci (Mich.)--Churches.,Morenci (Mich.),geographic,Churches.,topical
geogname,lctgm,Saline (Mich.)--Cemeteries.,Saline (Mich.),geographic,Cemeteries.,topical
geogname,lctgm,Willow Run (Mich.)--Dwellings.,Willow Run (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Willow Run (Mich.)--Playgrounds.,Willow Run (Mich.),geographic,Playgrounds.,topical
geogname,lctgm,Ann Arbor (Mich.)--Tombs and sepulchral monuments.,Ann Arbor (Mich.),geographic,Tombs and sepulchral monuments.,topical
geogname,lctgm,Northport (Mich.)--Buildings.,Northport (Mich.),geographic,Buildings.,topical
geogname,lctgm,Northport (Mich.)--Churches.,Northport (Mich.),geographic,Churches.,topical
geogname,lctgm,Ann Arbor (Mich.)--Cemeteries.,Ann Arbor (Mich.),geographic,Cemeteries.,topical
geogname,lctgm,Ann Arbor (Mich.)--Apartment houses.,Ann Arbor (Mich.),geographic,Apartment houses.,topical
geogname,lctgm,Birmingham (Mich.)--Buildings.,Birmingham (Mich.),geographic,Buildings.,topical
geogname,lctgm,Ypsilanti (Mich. : Township)--Barns.,Ypsilanti (Mich. : Township),geographic,Barns.,topical
geogname,lctgm,Ypsilanti (Mich. : Township)--Dwellings.,Ypsilanti (Mich. : Township),geographic,Dwellings.,topical
geogname,lctgm,Ypsilanti (Mich. : Township)--Farms.,Ypsilanti (Mich. : Township),geographic,Farms.,topical
geogname,lctgm,"Detroit (Mich.)--Buildings, structures, etc.",Detroit (Mich.),geographic,"Buildings, structures, etc.",topical
geogname,lctgm,Plants--Philippines.,Plants,geographic,Philippines.,geographic
geogname,lctgm,Detroit (Mich.)--Mayors.,Detroit (Mich.),geographic,Mayors.,topical
geogname,lctgm,Detroit (Mich.)--1935.,Detroit (Mich.),geographic,1935.,temporal
geogname,lctgm,Beaver Island (Mich.)--Dwellings.,Beaver Island (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Colon (Mich.)--Buildings.,Colon (Mich.),geographic,Buildings.,topical
geogname,lctgm,Jackson County (Mich.)--Dwellings.,Jackson County (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Marshall (Mich.)--Dwellings.,Marshall (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Saugatuck (Mich.)--Dwellings.,Saugatuck (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Union City (Mich.)--Dwellings.,Union City (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Washtenaw County (Mich.)--Dwellings.,Washtenaw County (Mich.),geographic,Dwellings.,topical
geogname,lctgm,White Pigeon (Mich.)--Dwellings.,White Pigeon (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Detroit (Mich.)--Dwellings.,Detroit (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Sumnerville (Mich.)--Mills.,Sumnerville (Mich.),geographic,Mills.,topical
geogname,lctgm,Clinton (Mich.)--Hotels and taverns.,Clinton (Mich.),geographic,Hotels and taverns.,topical
geogname,lctgm,Monroe (Mich.)--Courthouses.,Monroe (Mich.),geographic,Courthouses.,topical
geogname,lctgm,Presque Ile County (Mich.)--Mills.,Presque Ile County (Mich.),geographic,Mills.,topical
geogname,lctgm,Ann Arbor (Mich.)--Waterworks.,Ann Arbor (Mich.),geographic,Waterworks.,topical
geogname,lctgm,Ypsilanti (Mich.)--Business enterprises.,Ypsilanti (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Gladwin (Mich.)--Dwellings.,Gladwin (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Marquette (Mich.)--Bridges.,Marquette (Mich.),geographic,Bridges.,topical
geogname,lctgm,Marquette (Mich.)--Dwellings.,Marquette (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Marquette (Mich.)--Sculpture.,Marquette (Mich.),geographic,Sculpture.,topical
geogname,lctgm,"Hamilton (Van Buren County, Mich. : Township)--Barns.","Hamilton (Van Buren County, Mich. : Township)",geographic,Barns.,topical
geogname,lctgm,"Hamilton (Van Buren County, Mich. : Township)--Dwellings.","Hamilton (Van Buren County, Mich. : Township)",geographic,Dwellings.,topical
geogname,lctgm,Battle Creek (Mich.)--Railroad stations.,Battle Creek (Mich.),geographic,Railroad stations.,topical
geogname,lctgm,Brighton (Mich.)--Dwellings.,Brighton (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Charlotte (Mich.)--Courthouses.,Charlotte (Mich.),geographic,Courthouses.,topical
geogname,lctgm,Grand Rapids (Mich.)--City and town halls.,Grand Rapids (Mich.),geographic,City and town halls.,topical
geogname,lctgm,Grand Rapids (Mich.)--Dwellings.,Grand Rapids (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Ionia (Mich.)--Dwellings.,Ionia (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Lansing (Mich.)--Dwellings.,Lansing (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Marshall (Mich.)--Business enterprises.,Marshall (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Mason (Mich.)--Dwellings.,Mason (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Ovid (Mich.)--Churches.,Ovid (Mich.),geographic,Churches.,topical
geogname,lctgm,Vermontville (Mich.)--Churches.,Vermontville (Mich.),geographic,Churches.,topical
geogname,lctgm,Williamston (Mich.)--Churches.,Williamston (Mich.),geographic,Churches.,topical
geogname,lctgm,Ann Arbor (Mich.)--Theaters.,Ann Arbor (Mich.),geographic,Theaters.,topical
geogname,lctgm,Milford (Mich.)--Dwellings.,Milford (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Ann Arbor (Mich.)--Mayors.,Ann Arbor (Mich.),geographic,Mayors.,topical
geogname,lctgm,Fennville (Mich.)--Dwellings.,Fennville (Mich.),geographic,Dwellings.,topical
geogname,lctgm,New Hampshire--Dwellings.,New Hampshire,geographic,Dwellings.,topical
geogname,lctgm,Ann Arbor (Mich.)--Chapels.,Ann Arbor (Mich.),geographic,Chapels.,topical
geogname,lctgm,Ann Arbor (Mich.)--Parks.,Ann Arbor (Mich.),geographic,Parks.,topical
geogname,lctgm,Hamtramck (Mich.)--Alleys.,Hamtramck (Mich.),geographic,Alleys.,topical
geogname,lctgm,Hamtramck (Mich.)--Floods.,Hamtramck (Mich.),geographic,Floods.,topical
geogname,lctgm,Hamtramck (Mich.)--Refuse disposal.,Hamtramck (Mich.),geographic,Refuse disposal.,topical
geogname,lctgm,Hamtramck (Mich.)--Streets.,Hamtramck (Mich.),geographic,Streets.,topical
geogname,lctgm,Mackinaw City (Mich.)--Ice industry.,Mackinaw City (Mich.),geographic,Ice industry.,topical
geogname,lctgm,Mackinac Bridge (Mich.)--1958.,Mackinac Bridge (Mich.),geographic,1958.,temporal
geogname,lctgm,China--Missions.,China,geographic,Missions.,topical
geogname,lctgm,Japan--Missions.,Japan,geographic,Missions.,topical
geogname,lctgm,Ann Arbor (Mich.)--1961-1969.,Ann Arbor (Mich.),geographic,1961-1969.,temporal
geogname,lctgm,Linden (Mich.)--1900-1925.,Linden (Mich.),geographic,1900-1925.,temporal
geogname,lctgm,Linden (Mich.)--Dwellings.,Linden (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Battle Creek (Mich.)--Health resorts.,Battle Creek (Mich.),geographic,Health resorts.,topical
geogname,lctgm,Chicago (Ill.)--Buildings.,Chicago (Ill.),geographic,Buildings.,topical
geogname,lctgm,Chicago (Ill.)--Missions.,Chicago (Ill.),geographic,Missions.,topical
geogname,lctgm,Grayling (Mich.)--Churches.,Grayling (Mich.),geographic,Churches.,topical
geogname,lctgm,Manistee (Mich.)--Churches.,Manistee (Mich.),geographic,Churches.,topical
geogname,lctgm,Rochester (Mich.)--Business enterprises.,Rochester (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Chelsea (Mich.)--Dwellings.,Chelsea (Mich.),geographic,Dwellings.,topical
geogname,lctgm,Iron Mountain (Mich.)--Business enterprises.,Iron Mountain (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Marquette (Mich.)--Business enterprises.,Marquette (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,Chelsea (Mich.)--Rest homes.,Chelsea (Mich.),geographic,Rest homes.,topical
geogname,lctgm,Kalamazoo (Mich.)--Hospitals.,Kalamazoo (Mich.),geographic,Hospitals.,topical
geogname,lctgm,Nirvana (Mich.)--Dwellings.,Nirvana (Mich.),geographic,Dwellings.,topical
geogname,lctgm,"Ann Arbor (Mich.)--Buildings, Prefabricated.",Ann Arbor (Mich.),geographic,"Buildings, Prefabricated.",topical
geogname,lctgm,Grand Rapids (Mich.)--Industrial buildings.,Grand Rapids (Mich.),geographic,Industrial buildings.,topical
geogname,lctgm,Bay City (Mich.)--Buildings.,Bay City (Mich.),geographic,Buildings.,topical
geogname,lctgm,Ironwood (Mich.)--Buildings.,Ironwood (Mich.),geographic,Buildings.,topical
geogname,lctgm,Ironwood (Mich.)--Business enterprises.,Ironwood (Mich.),geographic,Business enterprises.,topical
geogname,lctgm,"Albion (Calhoun County, Mich.)--Business enterprises.","Albion (Calhoun County, Mich.)",geographic,Business enterprises.,topical
geogname,lctgm,Lewiston (Mich.)--Industrial buildings.,Lewiston (Mich.),geographic,Industrial buildings.,topical
geogname,lctgm,Adrian (Mich.)--Churches.,Adrian (Mich.),geographic,Churches.,topical
geogname,lctgm,"Albion (Calhoun County, Mich.)--Churches.","Albion (Calhoun County, Mich.)",geographic,Churches.,topical
geogname,lctgm,Alcona (Mich.)--Churches.,Alcona (Mich.),geographic,Churches.,topical
geogname,lctgm,Algonac (Mich.)--Churches.,Algonac (Mich.),geographic,Churches.,topical
geogname,lctgm,Allen Park (Mich.)--Churches.,Allen Park (Mich.),geographic,Churches.,topical
geogname,lctgm,Alma (Mich.)--Churches.,Alma (Mich.),geographic,Churches.,topical
geogname,lctgm,Alpena (Mich.)--Churches.,Alpena (Mich.),geographic,Churches.,topical
geogname,lctgm,Amelith (Mich.)--Churches.,Amelith (Mich.),geographic,Churches.,topical
geogname,lctgm,Armada (Mich.)--Churches.,Armada (Mich.),geographic,Churches.,topical
geogname,lctgm,Au Gres (Mich.)--Churches.,Au Gres (Mich.),geographic,Churches.,topical
geogname,lctgm,Auburn (Mich.)--Churches.,Auburn (Mich.),geographic,Churches.,topical
geogname,lctgm,Bad Axe (Mich.)--Churches.,Bad Axe (Mich.),geographic,Churches.,topical
geogname,lctgm,Battle Creek (Mich.)--Churches.,Battle Creek (Mich.),geographic,Churches.,topical
geogname,lctgm,Bay City (Mich.)--Churches.,Bay City (Mich.),geographic,Churches.,topical
geogname,lctgm,Benton Harbor (Mich.)--Churches.,Benton Harbor (Mich.),geographic,Churches.,topical
geogname,lctgm,Berkley (Mich.)--Churches.,Berkley (Mich.),geographic,Churches.,topical
geogname,lctgm,Big Rapids (Mich.)--Churches.,Big Rapids (Mich.),geographic,Churches.,topical
geogname,lctgm,Birch Run (Mich.)--Churches.,Birch Run (Mich.),geographic,Churches.,topical
geogname,lctgm,Birmingham (Mich.)--Churches.,Birmingham (Mich.),geographic,Churches.,topical
geogname,lctgm,Bloomfield Hills (Mich.)--Churches.,Bloomfield Hills (Mich.),geographic,Churches.,topical
geogname,lctgm,"Brady (Saginaw County, Mich. : Township)--Churches.","Brady (Saginaw County, Mich. : Township)",geographic,Churches.,topical
geogname,lctgm,Bridgeport (Mich.)--Churches.,Bridgeport (Mich.),geographic,Churches.,topical
geogname,lctgm,Brown City (Mich.)--Churches.,Brown City (Mich.),geographic,Churches.,topical
geogname,lctgm,Cadillac (Mich.)--Churches.,Cadillac (Mich.),geographic,Churches.,topical
geogname,lctgm,Capac (Mich.)--Churches.,Capac (Mich.),geographic,Churches.,topical
geogname,lctgm,Caro (Mich.)--Churches.,Caro (Mich.),geographic,Churches.,topical
geogname,lctgm,Carrollton (Mich.)--Churches.,Carrollton (Mich.),geographic,Churches.,topical
geogname,lctgm,Chelsea (Mich.)--Churches.,Chelsea (Mich.),geographic,Churches.,topical
geogname,lctgm,Chesaning (Mich.)--Churches.,Chesaning (Mich.),geographic,Churches.,topical
geogname,lctgm,Clarkston (Mich.)--Churches.,Clarkston (Mich.),geographic,Churches.,topical
geogname,lctgm,Clawson (Mich.)--Churches.,Clawson (Mich.),geographic,Churches.,topical
geogname,lctgm,Clio (Mich.)--Churches.,Clio (Mich.),geographic,Churches.,topical
geogname,lctgm,Constantine (Mich.)--Churches.,Constantine (Mich.),geographic,Churches.,topical
geogname,lctgm,Davison (Mich.)--Churches.,Davison (Mich.),geographic,Churches.,topical
geogname,lctgm,Dearborn (Mich.)--Churches.,Dearborn (Mich.),geographic,Churches.,topical
geogname,lctgm,Disco (Mich.)--Churches.,Disco (Mich.),geographic,Churches.,topical
geogname,lctgm,Drayton Plains (Mich.)--Churches.,Drayton Plains (Mich.),geographic,Churches.,topical
geogname,lctgm,Dundee (Mich.)--Churches.,Dundee (Mich.),geographic,Churches.,topical
geogname,lctgm,Durand (Mich.)--Churches.,Durand (Mich.),geographic,Churches.,topical
geogname,lctgm,Eastpointe (Mich.)--Churches.,Eastpointe (Mich.),geographic,Churches.,topical
geogname,lctgm,East Lansing (Mich.)--Churches.,East Lansing (Mich.),geographic,Churches.,topical
geogname,lctgm,East Tawas (Mich.)--Churches.,East Tawas (Mich.),geographic,Churches.,topical
geogname,lctgm,Essexville (Mich.)--Churches.,Essexville (Mich.),geographic,Churches.,topical
geogname,lctgm,Fairgrove (Mich.)--Churches.,Fairgrove (Mich.),geographic,Churches.,topical
geogname,lctgm,Farmington (Mich.)--Churches.,Farmington (Mich.),geographic,Churches.,topical
geogname,lctgm,Fenton (Mich.)--Churches.,Fenton (Mich.),geographic,Churches.,topical
geogname,lctgm,Ferndale (Mich.)--Churches.,Ferndale (Mich.),geographic,Churches.,topical
geogname,lctgm,Flint (Mich.)--Churches.,Flint (Mich.),geographic,Churches.,topical
geogname,lctgm,Flushing (Mich.)--Churches.,Flushing (Mich.),geographic,Churches.,topical
geogname,lctgm,Fowlerville (Mich.)--Churches.,Fowlerville (Mich.),geographic,Churches.,topical
geogname,lctgm,Frankenlust (Mich.)--Churches.,Frankenlust (Mich.),geographic,Churches.,topical
geogname,lctgm,Frankenmuth (Mich.)--Churches.,Frankenmuth (Mich.),geographic,Churches.,topical
geogname,lctgm,Frankentrost (Mich.)--Churches.,Frankentrost (Mich.),geographic,Churches.,topical
geogname,lctgm,Freedom (Mich. : Township)--Churches.,Freedom (Mich. : Township),geographic,Churches.,topical
geogname,lctgm,Freeland (Mich.)--Churches.,Freeland (Mich.),geographic,Churches.,topical
geogname,lctgm,Germania (Mich.)--Churches.,Germania (Mich.),geographic,Churches.,topical
geogname,lctgm,Gladwin (Mich.)--Churches.,Gladwin (Mich.),geographic,Churches.,topical
geogname,lctgm,Glennie (Mich.)--Churches.,Glennie (Mich.),geographic,Churches.,topical
geogname,lctgm,Gowen (Mich.)--Churches.,Gowen (Mich.),geographic,Churches.,topical
geogname,lctgm,Grand Blanc (Mich.)--Churches.,Grand Blanc (Mich.),geographic,Churches.,topical
geogname,lctgm,Grand Ledge (Mich.)--Churches.,Grand Ledge (Mich.),geographic,Churches.,topical
geogname,lctgm,Greenville (Mich.)--Churches.,Greenville (Mich.),geographic,Churches.,topical
geogname,lctgm,Grosse Pointe Farms (Mich.)--Churches.,Grosse Pointe Farms (Mich.),geographic,Churches.,topical
geogname,lctgm,Grosse Pointe Woods (Mich.)--Churches.,Grosse Pointe Woods (Mich.),geographic,Churches.,topical
geogname,lctgm,Hadley (Mich.)--Churches.,Hadley (Mich.),geographic,Churches.,topical
geogname,lctgm,Hale (Mich.)--Churches.,Hale (Mich.),geographic,Churches.,topical
geogname,lctgm,Hamburg (Mich.)--Churches.,Hamburg (Mich.),geographic,Churches.,topical
geogname,lctgm,Hamtramck (Mich.)--Churches.,Hamtramck (Mich.),geographic,Churches.,topical
geogname,lctgm,Hazel Park (Mich.)--Churches.,Hazel Park (Mich.),geographic,Churches.,topical
geogname,lctgm,Hemlock (Mich.)--Churches.,Hemlock (Mich.),geographic,Churches.,topical
geogname,lctgm,Highland (Mich.)--Churches.,Highland (Mich.),geographic,Churches.,topical
geogname,lctgm,Highland Park (Mich.)--Churches.,Highland Park (Mich.),geographic,Churches.,topical
geogname,lctgm,Holly (Mich.)--Churches.,Holly (Mich.),geographic,Churches.,topical
geogname,lctgm,Howell (Mich.)--Churches.,Howell (Mich.),geographic,Churches.,topical
geogname,lctgm,Illinois--Churches.,Illinois,geographic,Churches.,topical
geogname,lctgm,Imlay City (Mich.)--Churches.,Imlay City (Mich.),geographic,Churches.,topical
geogname,lctgm,Ionia (Mich.)--Churches.,Ionia (Mich.),geographic,Churches.,topical
geogname,lctgm,Ira (Mich.)--Churches.,Ira (Mich.),geographic,Churches.,topical
geogname,lctgm,Ironwood (Mich.)--Churches.,Ironwood (Mich.),geographic,Churches.,topical
geogname,lctgm,Jackson (Mich.)--Churches.,Jackson (Mich.),geographic,Churches.,topical
geogname,lctgm,Juhl (Mich.)--Churches.,Juhl (Mich.),geographic,Churches.,topical
geogname,lctgm,Kalamazoo (Mich.)--Churches.,Kalamazoo (Mich.),geographic,Churches.,topical
geogname,lctgm,Kawkawlin (Mich.)--Churches.,Kawkawlin (Mich.),geographic,Churches.,topical
geogname,lctgm,Kent City (Mich.)--Churches.,Kent City (Mich.),geographic,Churches.,topical
geogname,lctgm,Lake City (Mich.)--Churches.,Lake City (Mich.),geographic,Churches.,topical
geogname,lctgm,Lake Orion (Mich.)--Churches.,Lake Orion (Mich.),geographic,Churches.,topical
geogname,lctgm,Lansing (Mich.)--Churches.,Lansing (Mich.),geographic,Churches.,topical
geogname,lctgm,Lapeer (Mich.)--Churches.,Lapeer (Mich.),geographic,Churches.,topical
geogname,lctgm,Le Roy (Mich.)--Churches.,Le Roy (Mich.),geographic,Churches.,topical
geogname,lctgm,Linkville (Mich.)--Churches.,Linkville (Mich.),geographic,Churches.,topical
geogname,lctgm,Livonia (Mich.)--Churches.,Livonia (Mich.),geographic,Churches.,topical
geogname,lctgm,Ludington (Mich.)--Churches.,Ludington (Mich.),geographic,Churches.,topical
geogname,lctgm,Macomb (Mich.)--Churches.,Macomb (Mich.),geographic,Churches.,topical
geogname,lctgm,Madison Heights (Mich.)--Churches.,Madison Heights (Mich.),geographic,Churches.,topical
geogname,lctgm,Marine City (Mich.)--Churches.,Marine City (Mich.),geographic,Churches.,topical
geogname,lctgm,Marlette (Mich.)--Churches.,Marlette (Mich.),geographic,Churches.,topical
geogname,lctgm,Marshall (Mich.)--Churches.,Marshall (Mich.),geographic,Churches.,topical
geogname,lctgm,Marysville (Mich.)--Churches.,Marysville (Mich.),geographic,Churches.,topical
geogname,lctgm,Mason (Mich.)--Churches.,Mason (Mich.),geographic,Churches.,topical
geogname,lctgm,Mayville (Mich.)--Churches.,Mayville (Mich.),geographic,Churches.,topical
geogname,lctgm,Midland (Mich.)--Churches.,Midland (Mich.),geographic,Churches.,topical
geogname,lctgm,Milford (Mich.)--Churches.,Milford (Mich.),geographic,Churches.,topical
geogname,lctgm,Millington (Mich.)--Churches.,Millington (Mich.),geographic,Churches.,topical
