Name,LCNAF Heading,LC Record Link
"Allen, John Robins, 1869-1920.",,
"Allen, Joseph Henry, 1820-1898.","Allen, Joseph Henry, 1820-1898",http://id.loc.gov/authorities/names/n80089245
"Allen, Knatarsha.",,
"Allen, Marilyn R.","Allen, Marilyn R.",http://id.loc.gov/authorities/names/n89607523
"Allen, Mildred.","Allen, Mildred",http://id.loc.gov/authorities/names/no93002049
"Allen, Shirley Walter, 1883-","Allen, Shirley Walter",http://id.loc.gov/authorities/names/nb90680619
"Allen, W. B. (William Barclay) 1944-","Allen, W. B. (William Barclay), 1944-",http://id.loc.gov/authorities/names/n83162877
"Allen-Meares, Paula, 1948-","Allen-Meares, Paula, 1948-",http://id.loc.gov/authorities/names/n85118978
"Allin, Cephas Daniel, 1875-1927.",,
"Allmendinger, Martin.",,
"Allouez, Claude, 1622-1689.","Allouez, Claude, 1622-1689",http://id.loc.gov/authorities/names/no2002044412
"Allport, Floyd Henry, 1890-","Allport, Floyd Henry, 1890-1978",http://id.loc.gov/authorities/names/n50021052
"Allstorm, Oliver.","Allstorm, Oliver",http://id.loc.gov/authorities/names/no2011175387
"Alsop, Joseph, 1910-","Alsop, Joseph, 1910-1989",http://id.loc.gov/authorities/names/n81035380
"Aly, Bower, 1903-","Aly, Bower, 1903-1977",http://id.loc.gov/authorities/names/n50024120
"Alzona, EncarnaciÃ³n, 1895-",,
"Amaral, AfrÃ¦anio do, 1894-",,
"Ames, Charles Gordon, 1828-1912.","Ames, Charles Gordon, 1828-1912",http://id.loc.gov/authorities/names/n88140354
"Ames, Henry Vandenburg, 1865-1935.",,
"Ames, Herman Vandenburg, 1865-1935.","Ames, Herman Vandenburg, 1865-1935",http://id.loc.gov/authorities/names/n50021584
"Ames, James Barr, 1846-1910.","Ames, James Barr, 1846-1910",http://id.loc.gov/authorities/names/n86013647
"Amper, Arcadio.",,
"Andaya, Herman.",,
"Anderson, Charles F.",,
"Anderson, Clinton Presba, 1895-","Anderson, Clinton Presba, 1895-1975",http://id.loc.gov/authorities/names/n85105390
"Anderson, Eugenie, 1900-",,
"Anderson, John Wendell, 1867-1945.",,
"Anderson, Judith, Dame, 1898-","Anderson, Judith, 1897-1992",http://id.loc.gov/authorities/names/n82225115
"Anderson, Leigh Charles, 1899-","Anderson, Leigh Charles, 1899-",http://id.loc.gov/authorities/names/nr92028826
"Anderson, Tom, 1910-","Anderson, Tom, 1910-",http://id.loc.gov/authorities/names/n88172283
"Anderson, William Albert, 1840-1903.",,
"Anderson, William K. (William Knowlton), 1896-1967.",,
"Anderson, William P., 1888-",,
"Andrews, C. F. (Charles Freer), 1871-1940.","Andrews, C. F. (Charles Freer), 1871-1940",http://id.loc.gov/authorities/names/n80030711
"Andrews, Edmund, 1824-1904.","Andrews, Edmund, 1824-1904",http://id.loc.gov/authorities/names/n2006021878
"Andrews, Harold F.","Andrews, Harold F. (Harold Fourdrinier)",http://id.loc.gov/authorities/names/n2014023440
"Angell, George T. (George Thorndike), 1823-1909.","Angell, George T. (George Thorndike), 1823-1909",http://id.loc.gov/authorities/names/n85809041
"Angell, Norman, Sir, 1874-1967.","Angell, Norman, 1874-1967",http://id.loc.gov/authorities/names/n79043566
"Angell, William Robert, 1877-1950.",,
"Annenberg, Walter H., 1908-","Annenberg, Walter H., 1908-2002",http://id.loc.gov/authorities/names/n50021099
"Anspach, Charles Le Roy, 1895-","Anspach, Charles L. (Charles Le Roy), 1895-",http://id.loc.gov/authorities/names/no2006077147
"Applegate, Harriet Marie.",,
"Applington, Zenos, d. 1862.",,
"Araneta, Salvador.","Araneta, Salvador",http://id.loc.gov/authorities/names/n50022471
"Archer, Dennis.","Paine, Lauran",http://id.loc.gov/authorities/names/n80038417
"Ardrey, William C.","Ardrey, William C.",http://id.loc.gov/authorities/names/no99004731
"Arens, Richard.","Arens, Richard, 1921-",http://id.loc.gov/authorities/names/n84227657
"Armour, Norman.","Armour, Norman, 1887-1982",http://id.loc.gov/authorities/names/no2010194532
"Armstrong, George Washington, 1866-","Armstrong, George Washington, 1866-",http://id.loc.gov/authorities/names/no2001093423
"Armstrong, Harriet Seymour.",,
"Armstrong, James, 1794-1868.","Armstrong, James, 1794-1868",http://id.loc.gov/authorities/names/n86114557
"Arndt, Albert F. R.",,
"Arnheim, Rudolf.","Arnheim, Rudolf",http://id.loc.gov/authorities/names/n79071254
"Arnold, Jennie Waterman.",,
"Arnold, Keith.","Mitchell, Keith, 1967-",http://id.loc.gov/authorities/names/no2010084719
"Arnold, Thurman Wesley, 1891-1969.","Arnold, Thurman Wesley, 1891-1969",http://id.loc.gov/authorities/names/n79120287
"Arnori, M. S.",,
"Arnow, Harriette Louisa Simpson, 1908-","Arnow, Harriette Louisa Simpson, 1908-1986",http://id.loc.gov/authorities/names/n50002199
"Arps, George Frederick, 1874-1939.",,
"Asbury, Hubert, 1891-1963.",,
"Asher, Court.","Asher, Court",http://id.loc.gov/authorities/names/n91091331
"Ashford, Bailey K. (Bailey Kelly), 1873-1934.","Ashford, Bailey K. (Bailey Kelly), 1873-1934",http://id.loc.gov/authorities/names/n84804534
"Ashley, Thomas William Ludlow, 1923-",,
"Ashrawi, Hanan.","ʻAshrāwī, Ḥanān",http://id.loc.gov/authorities/names/n88168026
"Ashurst, Henry Fountain, 1874-","Ashurst, Henry Fountain, 1874-1962",http://id.loc.gov/authorities/names/n92091024
"Askren, D. L.",,
"Astin, Allen Varley, 1904-","Astin, Allen Varley, 1904-1984",http://id.loc.gov/authorities/names/n95110643
"Atkinson, William F.","Atkinson, William F., 1846-1907",http://id.loc.gov/authorities/names/n2010023014
"Attwood, Charles.","Attwood, C. (Charles)",http://id.loc.gov/authorities/names/n84801608
"Atwater, Reginald Myers, 1892-1957.",,
"Atwood, Albert William, 1879-1975.","Atwood, Albert W. (Albert William), 1879-1975",http://id.loc.gov/authorities/names/n95110782
"Atwood, Margaret, 1939-","Atwood, Margaret, 1939-",http://id.loc.gov/authorities/names/n79102766
"Auer, Leopold, 1845-1930.","Auer, Leopold, 1845-1930",http://id.loc.gov/authorities/names/n81026496
"Auperle, Eric M.",,
"Aupperle, Eric M.","Aupperle, Eric M.",http://id.loc.gov/authorities/names/nr92016715
"Austin, Mary Hunter, 1868-1934.","Austin, Mary, 1868-1934",http://id.loc.gov/authorities/names/n80145753
"Austin, Warren Robinson, 1877-1963.",,
"Autrey-Hunley, Carolyn.",,
"Avery, Noyes L.",,
"Avery, Waldo A.",,
"Avila Camacho, Manuel, 1897-1955.","Avila Camacho, Manuel, 1897-1955",http://id.loc.gov/authorities/names/n81149546
"Aydelotte, Frank, 1880-1956.","Aydelotte, Frank, 1880-1956",http://id.loc.gov/authorities/names/n50029781
"Ayres, Clarence Edwin, 1891-1972.","Ayres, Clarence Edwin, 1891-1972",http://id.loc.gov/authorities/names/n79011158
"Ayres, Francis O.","Ayres, Francis O.",http://id.loc.gov/authorities/names/no2010124335
"Babbitt, Irving, 1865-1933.","Babbitt, Irving, 1865-1933",http://id.loc.gov/authorities/names/n50031103
"Bachman, Werner E. (Werner Emmanuel), 1901-1951.",,
"Bacon, Deborah.",,
"Bacon, Mark Reeves, 1852-1941.","Bacon, Mark R. (Mark Reeves), 1852-1941",http://id.loc.gov/authorities/names/no2009198695
"Bader, Arno Lehman.","Bader, Arno L. (Arno Lehman)",http://id.loc.gov/authorities/names/no99075537
"Bailey, John Moran, 1904-1975.","Bailey, John M. (John Moran), 1904-1975",http://id.loc.gov/authorities/names/n94105466
"Bailey, L. H. (Liberty Hyde), 1858-1954.","Bailey, L. H. (Liberty Hyde), 1858-1954",http://id.loc.gov/authorities/names/n50017591
"Bailey, Tom.","Bailey, Tom, 1961-",http://id.loc.gov/authorities/names/n99041822
"Bailey, Vernon, 1864-1942.","Bailey, Vernon, 1864-1942",http://id.loc.gov/authorities/names/n82209481
"Bailey, Vernon Howe, 1874-1953.","Bailey, Vernon Howe, 1874-1953",http://id.loc.gov/authorities/names/no2003036753
"Bailly de Messein, Joseph, 1774-1835.","Bailly de Messein, Joseph, 1774-1835",http://id.loc.gov/authorities/names/n91067629
"Baird, Andrew C.",,
"Baird, Elizabeth Therese Fisher, 1810-1890.",,
"Baird, Spencer Fullerton, 1823-1887.","Baird, Spencer Fullerton, 1823-1887",http://id.loc.gov/authorities/names/n50082080
"Bakeless, John Edwin, 1894-1978.","Bakeless, John, 1894-1978",http://id.loc.gov/authorities/names/n50020882
"Baker, Art.","Baker, Chet",http://id.loc.gov/authorities/names/n83174966
"Baker, Benjamin B., b. 1840.","Baker, Benjamin, Sir, 1840-1907",http://id.loc.gov/authorities/names/n88656253
"Baker, Frank C., Mrs.",,
"Baker, Frank Collins, 1867-1942.","Baker, Frank Collins, 1867-1942",http://id.loc.gov/authorities/names/n87136992
"Baker, Frederick A., b. 1846.",,
"Baker, George Pierce, 1866-1935.","Baker, George Pierce, 1866-1935",http://id.loc.gov/authorities/names/n50020888
"Baker, George Sumner.",,
"Baker, Howard Henry, 1902-1964.","Baker, Howard H. (Howard Henry), 1902-1964",http://id.loc.gov/authorities/names/no2010128220
"Baker, Mary Ursula.",,
"Baker, Minnie Dell Sprague, 1858-1934.",,
"Baker, Oscar W.",,
"Baker, Sheridan Warner, 1918-2000.","Baker, Sheridan Warner, 1918-2000",http://id.loc.gov/authorities/names/n79076481
"Baker, Wayne E.","Baker, Wayne E.",http://id.loc.gov/authorities/names/n93043323
"Baker, William F.","Baker, F. W. G.",http://id.loc.gov/authorities/names/n86003435
"Baldwin, C. W.","Baldwin, William Charles",http://id.loc.gov/authorities/names/n82126547
"Baldwin, Charles.","Baldwin, Charles Sears, 1867-1935",http://id.loc.gov/authorities/names/n50017628
"Baldwin, Frank Conger, 1869-1945.","Baldwin, Frank Conger, 1869-1945",http://id.loc.gov/authorities/names/nr93049607
"Baldwin, Frank Dwight.","Baldwin, Frank Dwight, 1842-1923",http://id.loc.gov/authorities/names/n88154052
"Baldwin, Henry Porter, 1814-1892.","Baldwin, Henry P. (Henry Porter), 1814-1892",http://id.loc.gov/authorities/names/no91021187
"Baldwin, James Mark, 1861-1934.","Baldwin, James Mark, 1861-1934",http://id.loc.gov/authorities/names/n79110535
"Baldwin, R. W.","Lewis, R. W. B. (Richard Warrington Baldwin)",http://id.loc.gov/authorities/names/n50049593
"Baldwin, Raymond Earl, 1893-","Baldwin, Raymond E. (Raymond Earl), 1893-1986",http://id.loc.gov/authorities/names/n93022476
"Baldwin, Richard L.","Baldwin, Richard L.",http://id.loc.gov/authorities/names/n94056519
"Baldwin, William Henry, 1826-1909.",,
"Ball, George W., 1909-","Ball, George W.",http://id.loc.gov/authorities/names/n50017234
"Ball, Joseph Hurst, 1905-","Ball, Joseph H. (Joseph Hurst), 1905-1993",http://id.loc.gov/authorities/names/no96015105
"Ballantine, Arthur A. (Arthur Atwood), b. 1883.",,
"Bank, Ted.","Bank, Ted",http://id.loc.gov/authorities/names/n87932009
"Banks, A. A. (Allan A.)",,
"Barbour, Thomas, 1884-1946.","Barbour, Thomas, 1884-1946",http://id.loc.gov/authorities/names/n87825967
"Bareng, T.",,
"Barkdull, Howard L., 1887-",,
"Barker, Ernest Franklin, 1886-","Barker, Ernest F. (Ernest Franklin), 1886-1970",http://id.loc.gov/authorities/names/no2008190075
"Barnard, Harry, 1906-","Barnard, Harry, 1906-1982",http://id.loc.gov/authorities/names/n86026218
"Barnes, M. H.","Barnes, H. M.",http://id.loc.gov/authorities/names/n82208655
"Barnes, O. M. (Orlando Mack), 1825-1899.","Barnes, O. M. (Orlando Mack), 1825-1899",http://id.loc.gov/authorities/names/n85828317
"Barnes, Russell.","Barnes, Russell",http://id.loc.gov/authorities/names/n98043169
"Barney, Roger.",,
"Barnhizer, Daniel D.","Barnhizer, Daniel D.",http://id.loc.gov/authorities/names/no2008009563
"Barr, Merle.",,
"Barrett, Frank Aloysius, 1892-1962.","Barrett, Frank A. (Frank Aloysius), 1892-1962",http://id.loc.gov/authorities/names/n97087918
"Barrett, Nell.",,
"Barron, Clarence Walker, 1855-1928.","Barron, Clarence W. (Clarence Walker), 1855-1928",http://id.loc.gov/authorities/names/no2001090592
"Barron, Sarah.",,
"Barrows, Alice P.",,
"Barrows, David Prescott, 1873-","Barrows, David P., 1873-1954",http://id.loc.gov/authorities/names/no2012010411
"Barrymore, Ethel, 1879-1959.","Barrymore, Ethel, 1879-1959",http://id.loc.gov/authorities/names/n85151791
"Bartlett, Ilo H.",,
"Bartlett, W. H. (William Henry), 1809-1854.","Bartlett, W. H. (William Henry), 1809-1854",http://id.loc.gov/authorities/names/n81050110
"Barton, Charles Morris.",,
"Barzun, Jacques, 1907-","Barzun, Jacques, 1907-2012",http://id.loc.gov/authorities/names/n79135237
"Basch, Laura E., 1911-",,
"Bass, Louis.","Bass, W. L. (William Louis), 1865-",http://id.loc.gov/authorities/names/n91030879
"Bassett, John Spencer, 1867-1928.","Bassett, John Spencer, 1867-1928",http://id.loc.gov/authorities/names/n50018425
"Batchelor, George, 1836-1923.","Batchelor, George, 1836-1923",http://id.loc.gov/authorities/names/no2005001988
"Bates, George Joseph, 1891-1949.",,
"Bates, LaMott G., b. 1847.",,
"Battley, Joseph F., 1893-",,
"Bauer, Emil Gottlob, d. 1894.",,
"Baur, Emil Gottlob, d. 1894.",,
"Baur, George.","Greenwood, G. B. (George Baur), 1912-1985",http://id.loc.gov/authorities/names/nb2004312323
"Baxter, Benjamin Levi, 1815-1902.",,
"Baxter, Dow Vawter, 1898-1965.","Baxter, Dow Vawter, 1898-1965",http://id.loc.gov/authorities/names/no2009055731
"Baxter, James Phinney, 1893-","Baxter, James Phinney, 1893-1975",http://id.loc.gov/authorities/names/n84803232
"Baxter, Kenneth Stewart, 1883-",,
"Bayard, Thomas F. (Thomas Francis), 1828-1898.","Bayard, Thomas F. (Thomas Francis), 1828-1898",http://id.loc.gov/authorities/names/n85363344
"Bayh, Birch, 1928-","Bayh, Birch, 1928-",http://id.loc.gov/authorities/names/n50005527
"Bayne-Jones, Stanhope, 1888-","Bayne-Jones, Stanhope, 1888-1970",http://id.loc.gov/authorities/names/n88089806
"Bazmore, Grace.",,
"Bazmore, Ray.",,
"Beall, Hayes.",,
"Bealle, Morris A. (Morris Allison), 1891-","Bealle, Morris A. (Morris Allison), 1891-1972",http://id.loc.gov/authorities/names/n87856762
"Beaman, F. C. (Fernando C.), 1814-1882.","Beaman, F. C. (Fernando C.), 1814-1882",http://id.loc.gov/authorities/names/n90637392
"Bean, John William, 1901-1987.",,
"Bear, Fred.","Bear, Fred",http://id.loc.gov/authorities/names/n79076721
"Beard, Daniel Carter, 1850-1941.","Beard, Daniel Carter, 1850-1941",http://id.loc.gov/authorities/names/n50081691
"Beasly, William Arthur.",,
"Beaty, John Owen, 1890-","Beaty, John O. (John Owen), 1890-1961",http://id.loc.gov/authorities/names/n80117283
"Beck, Dave, 1894-","Beck, Dave, 1894-1993",http://id.loc.gov/authorities/names/n88120823
"Beck, James M. (James Montgomery), 1861-1936.","Beck, James M. (James Montgomery), 1861-1936",http://id.loc.gov/authorities/names/n85813566
"Beck, Joseph, 1887-","Beck, Josef, 1815-1887",http://id.loc.gov/authorities/names/no2009116853
"Becker, Carl Lotus, 1873-1945.","Becker, Carl L. (Carl Lotus), 1873-1945",http://id.loc.gov/authorities/names/n79121326
"Becker, Herman.","Becker, James H. (James Herman), 1894-1970",http://id.loc.gov/authorities/names/n96015591
"Becker, May Lamberton, 1873-1958.","Becker, May Lamberton, 1873-1958",http://id.loc.gov/authorities/names/n83328550
"Beecher, Charles Emerson, 1856-1904.","Beecher, Charles Emerson, 1856-1904",http://id.loc.gov/authorities/names/n79143074
"Beeson, Lewis.","Beeson, Lewis, 1901-1975",http://id.loc.gov/authorities/names/no89011407
"Begole, Joshua Williams, 1815-1896.",,
"Behn, Aphra, 1640-1689.","Behn, Aphra, 1640-1689",http://id.loc.gov/authorities/names/n50006616
"Behrens, Charles August, 1885-1950.",,
"Belden, Charles Francis Dorr, 1870-1931.","Belden, Charles F. D. (Charles Francis Dorr), 1870-1931",http://id.loc.gov/authorities/names/no96013646
"Belding, Anson Wood.",,
"Belfield, Henry Holmes, 1837-1912.","Belfield, Henry H. (Henry Holmes), 1837-1912",http://id.loc.gov/authorities/names/n2003010966
"Belknap, Charles Eugene, 1846-1929.","Belknap, Charles Eugene, 1846-1929",http://id.loc.gov/authorities/names/n88667420
"Bell, Alexander Graham, 1847-1922.","Bell, Alexander Graham, 1847-1922",http://id.loc.gov/authorities/names/n79113947
"Bell, Rob.","Bell, Rob, 1970-",http://id.loc.gov/authorities/names/n2005027103
"Bemelmans, Ludwig, 1898-1962.","Bemelmans, Ludwig, 1898-1962",http://id.loc.gov/authorities/names/n50007160
"Bemis, Samuel Flagg, 1891-1973.","Bemis, Samuel Flagg, 1891-1973",http://id.loc.gov/authorities/names/n80013006
"Bender, George Harrison, 1896-1961.","Bender, George H. (George Harrison), 1896-1961",http://id.loc.gov/authorities/names/no95055868
"Benton, William, 1900-1973.","Benton, William, 1900-1973",http://id.loc.gov/authorities/names/n50012170
"Beozowski, John J.",,
"Berger, Carl F.","Berger, Carl F.",http://id.loc.gov/authorities/names/n88618828
"Bergman, Walter, 1899-",,
"Bernstein, Leonard.","Bernstein, Leonard, 1918-1990",http://id.loc.gov/authorities/names/n50007704
"Berry, Michael, 1920-","Berry, Michael, 1920-",http://id.loc.gov/authorities/names/n2007084178
"Berry, Nabih.",,
Bertolaet. Frederick W.,,
"Beselson, Bernard R., 1912-",,
"Beston, Henry, 1888-1968.","Beston, Henry, 1888-1968",http://id.loc.gov/authorities/names/n78095527
"Bethune, Norman.","Bethune, Norman",http://id.loc.gov/authorities/names/n78095629
"Betz, Esther.",,
"Beukema, John C., 1888-1967.",,
"Bevan, Elaine.",,
"Bevier, Jonathan.",,
"Bevis, Howard Landis, 1885-","Bevis, Howard L. (Howard Landis), 1885-1968",http://id.loc.gov/authorities/names/no96001900
"Bible, Alan, 1909-","Bible, Alan, 1909-1988",http://id.loc.gov/authorities/names/n87834035
"Bicknell, John W.","Stephen, Leslie, 1832-1904",http://id.loc.gov/authorities/names/n79114258
"Bicknell, William Harry Warren, 1860-","Bicknell, W. H. W. (William Harry Warren), 1860-1947",http://id.loc.gov/authorities/names/no97001892
"Biddle, George.","Biddle, George, 1885-1973",http://id.loc.gov/authorities/names/n79139408
"Biddle, James, 1783-1848.","Biddle, James, 1783-1848",http://id.loc.gov/authorities/names/n82148047
"Biddle, John, 1792-1859.",,
"Biddle, Nicholas, 1893-","Biddle, Nicholas, 1893-",http://id.loc.gov/authorities/names/n50011257
"Biederman, Myrtle.",,
"Bigelow, Melville Madison, 1846-1921.","Bigelow, Melville Madison, 1846-1921",http://id.loc.gov/authorities/names/n82093882
"Billington, Ray Allen, 1903-","Billington, Ray Allen, 1903-1981",http://id.loc.gov/authorities/names/n79138615
"Billotte, Pierre, 1906-",,
"Billup, Edward Lee.",,
"Binder, Charles.","Binder, Carl, 1816-1860",http://id.loc.gov/authorities/names/no2001033634
"Binet, Alfred, 1857-1911.","Binet, Alfred, 1857-1911",http://id.loc.gov/authorities/names/n50009385
"Bingay, Malcolm, 1884-1953.",,
"Bingham, Walter Van Dyke, 1880-1952.","Bingham, Walter Van Dyke, 1880-1952",http://id.loc.gov/authorities/names/n50034007
"Bird, John Chambres, 1822-1887.",,
"Bird, Judson S., d. 1882.",,
"Birge, E. A. (Edward Asahel), 1851-1950.","Birge, E. A. (Edward Asahel), 1851-1950",http://id.loc.gov/authorities/names/n85826843
"Birney, James Gillespie, 1792-1857.","Birney, James Gillespie, 1792-1857",http://id.loc.gov/authorities/names/n50011197
"Birrenbach, Kurt, 1907-","Birrenbach, Kurt, 1907-",http://id.loc.gov/authorities/names/n84060474
"Bisbee, Leland S.",,
"Bishop, Russell Spencer, 1886-1946.",,
"Bizzell, William Bennett, 1876-1944.","Bizzell, William Bennett, 1876-1944",http://id.loc.gov/authorities/names/no97031316
"Blackwelder, Justin.","Blackwelder, Justin",http://id.loc.gov/authorities/names/n92118419
"Blackwell, Alice Stone, 1857-1950.","Blackwell, Alice Stone, 1857-1950",http://id.loc.gov/authorities/names/n50008487
"Blain, D. Bethune, 1879-1963.",,
"Blair, Sarah Ford.",,
"Blair, William McCormick, 1884-","Blair, William McCormick, 1884-1982",http://id.loc.gov/authorities/names/no2013060778
"Blake, Aldrich.","Aldrich-Blake, Louisa Brandreth, 1865-1925",http://id.loc.gov/authorities/names/no2004087662
"Blakeslee, George Hubbard, 1871-1954.","Blakeslee, George Hubbard, 1871-1954",http://id.loc.gov/authorities/names/n50008537
"Blalock, Alfred, 1899-1964.","Blalock, Alfred, 1899-1964",http://id.loc.gov/authorities/names/n85020962
"Bland, Joseph Edward, 1866-",,
"Blanton, Richard E.","Blanton, Richard E.",http://id.loc.gov/authorities/names/n77005667
"Blatnik, John Anton, 1911-",,
"Blazier, Craig.",,
"Bledsoe, Geraldine Neale.",,
"Blitch, Iris, 1912-1993.","Blitch, Iris, 1912-1993",http://id.loc.gov/authorities/names/n86114021
"Block, Herbert, 1909-2001.","Block, Herbert, 1909-2001",http://id.loc.gov/authorities/names/n50017560
"Blood, W. J.",,
"Blow, Susan E. (Susan Elizabeth), 1843-1916.","Blow, Susan E. (Susan Elizabeth), 1843-1916",http://id.loc.gov/authorities/names/n86095787
"Blum, LÃ©on, 1872-1950.",,
"Boas, Franz, 1858-1942.","Boas, Franz, 1858-1942",http://id.loc.gov/authorities/names/n80044863
"Bodley, J. H.",,
"Boehm, Ernest R.",,
"Boggs, Thomas Hale, 1914-",,
"Bogle, Thomas Ashford, 1852-1921.","Bogle, Thomas A. (Thomas Ashford), 1852-1921",http://id.loc.gov/authorities/names/no2001051843
"Bohlen, Charles E. (Charles Eustis), 1904-","Bohlen, Charles E. (Charles Eustis), 1904-1974",http://id.loc.gov/authorities/names/n85290011
"Bohr, David.","Bohr, Niels, 1885-1962",http://id.loc.gov/authorities/names/n50045711
"Boldyreff, W.",,
"Bolger, Ray.","Bolger, Ray",http://id.loc.gov/authorities/names/n82036007
"Bolling, Richard Walker, 1916-","Bolling, Richard, 1916-1991",http://id.loc.gov/authorities/names/n81032275
"Bolton, Charles Knowles, 1867-1950.","Bolton, Charles Knowles, 1867-1950",http://id.loc.gov/authorities/names/n50042045
"Bolton, Chester Castle, 1882-1939.","Bolton, Chester Castle, 1882-1939",http://id.loc.gov/authorities/names/n88212031
